minimum length = 6
maximum length = 45
average length = 11.6322580645161
median length = 12
most binding sites at one position = 16
most binding sites at position(s) -212 -210 
number of binding sites = 311

-1899;1
-1898;1
-1897;1
-1896;1
-1895;1
-1894;1
-1893;1
-1892;1
-1891;1
-1890;1
-1889;1
-1888;1
-1887;0
-1886;0
-1885;0
-1884;0
-1883;0
-1882;0
-1881;0
-1880;0
-1879;0
-1878;0
-1877;0
-1876;0
-1875;0
-1874;0
-1873;0
-1872;0
-1871;0
-1870;0
-1869;0
-1868;0
-1867;0
-1866;0
-1865;0
-1864;0
-1863;0
-1862;0
-1861;0
-1860;0
-1859;0
-1858;0
-1857;0
-1856;0
-1855;0
-1854;0
-1853;0
-1852;0
-1851;0
-1850;0
-1849;0
-1848;0
-1847;0
-1846;0
-1845;0
-1844;0
-1843;0
-1842;0
-1841;0
-1840;0
-1839;0
-1838;0
-1837;0
-1836;0
-1835;0
-1834;0
-1833;0
-1832;0
-1831;0
-1830;0
-1829;0
-1828;0
-1827;0
-1826;0
-1825;0
-1824;0
-1823;0
-1822;0
-1821;0
-1820;0
-1819;0
-1818;0
-1817;0
-1816;0
-1815;0
-1814;0
-1813;0
-1812;0
-1811;0
-1810;0
-1809;0
-1808;0
-1807;0
-1806;0
-1805;0
-1804;0
-1803;0
-1802;0
-1801;0
-1800;0
-1799;0
-1798;0
-1797;0
-1796;0
-1795;0
-1794;1
-1793;1
-1792;1
-1791;1
-1790;1
-1789;1
-1788;1
-1787;1
-1786;1
-1785;1
-1784;1
-1783;1
-1782;0
-1781;0
-1780;0
-1779;0
-1778;0
-1777;0
-1776;0
-1775;0
-1774;0
-1773;0
-1772;0
-1771;0
-1770;0
-1769;0
-1768;0
-1767;0
-1766;0
-1765;0
-1764;0
-1763;0
-1762;0
-1761;0
-1760;0
-1759;0
-1758;0
-1757;0
-1756;0
-1755;0
-1754;0
-1753;0
-1752;0
-1751;0
-1750;0
-1749;0
-1748;0
-1747;0
-1746;0
-1745;0
-1744;0
-1743;0
-1742;0
-1741;0
-1740;0
-1739;0
-1738;0
-1737;0
-1736;0
-1735;0
-1734;0
-1733;0
-1732;0
-1731;0
-1730;0
-1729;0
-1728;0
-1727;0
-1726;0
-1725;0
-1724;0
-1723;0
-1722;0
-1721;0
-1720;0
-1719;0
-1718;0
-1717;0
-1716;0
-1715;0
-1714;0
-1713;0
-1712;0
-1711;0
-1710;0
-1709;0
-1708;0
-1707;0
-1706;0
-1705;0
-1704;0
-1703;0
-1702;0
-1701;0
-1700;0
-1699;0
-1698;0
-1697;0
-1696;0
-1695;0
-1694;0
-1693;0
-1692;0
-1691;0
-1690;0
-1689;0
-1688;0
-1687;0
-1686;0
-1685;0
-1684;0
-1683;0
-1682;0
-1681;0
-1680;0
-1679;0
-1678;0
-1677;0
-1676;0
-1675;0
-1674;0
-1673;0
-1672;0
-1671;0
-1670;0
-1669;0
-1668;0
-1667;0
-1666;0
-1665;0
-1664;0
-1663;0
-1662;0
-1661;0
-1660;0
-1659;0
-1658;0
-1657;0
-1656;0
-1655;0
-1654;0
-1653;0
-1652;0
-1651;0
-1650;0
-1649;0
-1648;0
-1647;0
-1646;0
-1645;0
-1644;0
-1643;0
-1642;0
-1641;0
-1640;0
-1639;0
-1638;0
-1637;0
-1636;0
-1635;0
-1634;0
-1633;0
-1632;0
-1631;0
-1630;0
-1629;0
-1628;0
-1627;0
-1626;0
-1625;0
-1624;0
-1623;0
-1622;0
-1621;0
-1620;0
-1619;0
-1618;0
-1617;0
-1616;0
-1615;0
-1614;0
-1613;0
-1612;0
-1611;0
-1610;0
-1609;0
-1608;0
-1607;0
-1606;0
-1605;0
-1604;0
-1603;0
-1602;0
-1601;0
-1600;0
-1599;0
-1598;0
-1597;0
-1596;0
-1595;0
-1594;0
-1593;0
-1592;0
-1591;0
-1590;0
